customer_id,Recency,Frequency,Monetary,age,gender,shopping_mall,payment_method,category,is_churn,gender_code,shopping_mall_code,payment_method_code,category_code
C224459,9,24,48428.0,63,Male,Cevahir AVM,Credit Card,Food & Beverage,0,1,0,1,3
C224544,61,6,1825.0,34,Female,Forum Istanbul,Credit Card,Cosmetics,1,0,2,1,2
C224555,376,1,1015.0,35,Female,Kanyon,Debit Card,Cosmetics,1,0,4,2,2
C224565,145,1,300.0,37,Male,Metrocity,Cash,Clothing,1,1,6,0,1
C224641,452,2,147.0,53,Female,Istinye Park,Credit Card,Books,0,0,3,1,0
C224719,557,1,7500.0,38,Female,Mall of Istanbul,Credit Card,Clothing,1,0,5,1,1
C224747,6,8,40391.0,58,Female,Kanyon,Cash,Clothing,0,0,4,0,1
C224774,57,15,50814.0,57,Male,Mall of Istanbul,Cash,Clothing,0,1,5,0,1
C224801,18,29,78597.0,41,Male,Kanyon,Debit Card,Cosmetics,0,1,4,2,2
C224895,706,1,84.0,37,Male,Metrocity,Credit Card,Food & Beverage,1,1,6,1,3
C224897,6,2,1252.0,62,Male,Istinye Park,Cash,Cosmetics,1,1,3,0,2
C224908,87,3,8372.0,26,Female,Metrocity,Debit Card,Clothing,0,0,6,2,1
C224913,184,1,300.0,67,Male,Zorlu Center,Debit Card,Clothing,1,1,9,2,1
C224935,80,11,52465.0,24,Female,Metrocity,Cash,Clothing,0,0,6,0,1
C224946,5,25,79731.0,57,Female,Kanyon,Credit Card,Clothing,0,0,4,1,1
C224953,687,1,20.0,24,Female,Istinye Park,Debit Card,Food & Beverage,1,0,3,2,3
C225020,64,1,48.0,63,Female,Emaar Square Mall,Credit Card,Food & Beverage,0,0,1,1,3
C225072,11,26,67101.0,33,Female,Viaport Outlet,Debit Card,Clothing,0,0,8,2,1
C225102,18,21,28454.0,47,Male,Metropol AVM,Debit Card,Clothing,0,1,7,2,1
C225158,49,18,39728.0,64,Female,Mall of Istanbul,Cash,Clothing,0,0,5,0,1
C225180,80,22,112309.0,61,Male,Emaar Square Mall,Debit Card,Clothing,0,1,1,2,1
C225222,37,17,30558.0,30,Female,Istinye Park,Credit Card,Toys,0,0,3,1,7
C225223,3,7,1283.0,45,Male,Viaport Outlet,Credit Card,Clothing,1,1,8,1,1
C225370,53,20,69587.0,64,Female,Mall of Istanbul,Cash,Clothing,0,0,5,0,1
C225378,199,1,7500.0,53,Male,Istinye Park,Cash,Clothing,1,1,3,0,1
C225421,429,1,2700.0,20,Female,Cevahir AVM,Credit Card,Clothing,1,0,0,1,1
C225451,110,7,10007.0,27,Female,Kanyon,Credit Card,Cosmetics,0,0,4,1,2
C225510,8,24,33461.0,20,Male,Kanyon,Credit Card,Food & Beverage,0,1,4,1,3
C225545,140,6,4304.0,59,Male,Metrocity,Debit Card,Clothing,0,1,6,2,1
C225619,389,3,10852.0,51,Female,Cevahir AVM,Cash,Clothing,1,0,0,0,1
C225702,660,1,600.0,22,Male,Zorlu Center,Credit Card,Shoes,1,1,9,1,4
C225742,73,9,25834.0,33,Female,Istinye Park,Credit Card,Food & Beverage,1,0,3,1,3
C225752,232,2,7800.0,61,Female,Metrocity,Credit Card,Clothing,1,0,6,1,1
C225753,228,1,300.0,68,Male,Kanyon,Cash,Clothing,1,1,4,0,1
C225833,76,11,14623.0,65,Male,Metrocity,Debit Card,Clothing,1,1,6,2,1
C225852,507,2,1212.0,31,Male,Metropol AVM,Credit Card,Cosmetics,1,1,7,1,2
C225906,186,1,1015.0,38,Female,Mall of Istanbul,Cash,Cosmetics,1,0,5,0,2
C225939,4,15,22096.0,60,Female,Cevahir AVM,Debit Card,Clothing,1,0,0,2,1
C225999,104,6,2939.0,56,Female,Emaar Square Mall,Cash,Food & Beverage,1,0,1,0,3
C226076,86,6,8277.0,36,Female,Kanyon,Debit Card,Clothing,1,0,4,2,1
C226083,17,13,13680.0,68,Male,Cevahir AVM,Cash,Clothing,0,1,0,0,1
C226111,73,6,6079.0,51,Female,Metropol AVM,Credit Card,Clothing,0,0,7,1,1
C226146,54,36,124373.0,48,Female,Kanyon,Cash,Clothing,1,0,4,0,1
C226270,48,6,8964.0,55,Female,Mall of Istanbul,Credit Card,Clothing,0,0,5,1,1
C226305,629,1,2700.0,47,Female,Emaar Square Mall,Cash,Clothing,1,0,1,0,1
C226327,55,25,48493.0,32,Female,Mall of Istanbul,Credit Card,Clothing,1,0,5,1,1
C226373,190,1,1015.0,53,Male,Metrocity,Cash,Cosmetics,1,1,6,0,2
C226381,135,8,22035.0,48,Male,Istinye Park,Cash,Clothing,1,1,3,0,1
C226397,269,3,1391.0,61,Female,Kanyon,Credit Card,Souvenir,0,0,4,1,5
C226418,160,23,57037.0,49,Male,Viaport Outlet,Credit Card,Clothing,0,1,8,1,1
C226480,357,2,5400.0,66,Female,Forum Istanbul,Debit Card,Clothing,1,0,2,2,1
C226487,155,11,21750.0,47,Male,Viaport Outlet,Cash,Clothing,0,1,8,0,1
C226498,169,3,5377.0,32,Female,Kanyon,Cash,Clothing,1,0,4,0,1
C226518,440,1,5.0,57,Female,Emaar Square Mall,Credit Card,Food & Beverage,1,0,1,1,3
C226531,38,21,52834.0,45,Female,Viaport Outlet,Credit Card,Clothing,0,0,8,1,1
C226541,418,2,5400.0,69,Male,Emaar Square Mall,Cash,Clothing,1,1,1,0,1
C226561,96,9,25675.0,22,Male,Metrocity,Credit Card,Clothing,1,1,6,1,1
C226566,57,14,44731.0,40,Female,Mall of Istanbul,Cash,Clothing,0,0,5,0,1
C226594,3,4,17100.0,33,Male,Emaar Square Mall,Debit Card,Clothing,1,1,1,2,1
C226630,5,17,31243.0,67,Female,Metropol AVM,Cash,Clothing,0,0,7,0,1
C226642,704,1,48.0,24,Male,Istinye Park,Cash,Food & Beverage,1,1,3,0,3
C226685,30,28,103578.0,64,Female,Emaar Square Mall,Cash,Clothing,0,0,1,0,1
C226691,112,9,6945.0,53,Female,Metrocity,Debit Card,Food & Beverage,0,0,6,2,3
C226698,39,11,37192.0,41,Female,Istinye Park,Cash,Clothing,0,0,3,0,1
C226703,194,7,11021.0,64,Female,Istinye Park,Credit Card,Food & Beverage,1,0,3,1,3
C226722,642,1,4800.0,50,Female,Metrocity,Debit Card,Clothing,0,0,6,2,1
C226802,140,6,2827.0,19,Female,Metropol AVM,Cash,Clothing,0,0,7,0,1
C226811,1,19,33357.0,65,Male,Cevahir AVM,Cash,Clothing,0,1,0,0,1
C226819,438,1,2700.0,64,Female,Forum Istanbul,Cash,Clothing,0,0,2,0,1
C226825,164,10,21996.0,57,Male,Emaar Square Mall,Debit Card,Clothing,0,1,1,2,1
C226848,63,8,45093.0,31,Female,Cevahir AVM,Cash,Clothing,0,0,0,0,1
C226851,102,13,29369.0,23,Female,Metrocity,Debit Card,Cosmetics,0,0,6,2,2
C226873,28,3,2990.0,42,Male,Mall of Istanbul,Credit Card,Toys,1,1,5,1,7
C226890,278,1,324.0,20,Female,Mall of Istanbul,Credit Card,Toys,1,0,5,1,7
C226924,11,25,70073.0,68,Female,Istinye Park,Credit Card,Clothing,0,0,3,1,1
C226986,550,2,1205.0,42,Female,Istinye Park,Credit Card,Clothing,1,0,3,1,1
C227006,1,17,45069.0,65,Male,Forum Istanbul,Credit Card,Clothing,0,1,2,1,1
C227014,113,11,9262.0,28,Female,Metrocity,Cash,Clothing,0,0,6,0,1
C227126,14,18,11385.0,67,Male,Metropol AVM,Cash,Cosmetics,0,1,7,0,2
C227173,267,2,1500.0,32,Male,Mall of Istanbul,Debit Card,Clothing,1,1,5,2,1
C227256,8,16,44211.0,37,Male,Mall of Istanbul,Credit Card,Clothing,0,1,5,1,1
C227300,213,3,6600.0,43,Male,Mall of Istanbul,Cash,Clothing,0,1,5,0,1
C227320,145,2,9000.0,25,Male,Emaar Square Mall,Cash,Clothing,0,1,1,0,1
C227355,5,13,24127.0,46,Female,Istinye Park,Credit Card,Food & Beverage,1,0,3,1,3
C227363,29,10,24464.0,65,Female,Mall of Istanbul,Cash,Clothing,0,0,5,0,1
C227370,6,10,24034.0,24,Male,Istinye Park,Cash,Clothing,0,1,3,0,1
C227382,171,8,6962.0,67,Female,Kanyon,Cash,Clothing,0,0,4,0,1
C227433,41,15,52129.0,50,Female,Zorlu Center,Cash,Clothing,1,0,9,0,1
C227457,83,8,9828.0,18,Female,Metrocity,Credit Card,Cosmetics,0,0,6,1,2
C227551,49,4,9078.0,43,Female,Kanyon,Credit Card,Clothing,0,0,4,1,1
C227568,332,1,2700.0,68,Female,Mall of Istanbul,Debit Card,Clothing,1,0,5,2,1
C227574,374,5,2260.0,21,Male,Cevahir AVM,Cash,Cosmetics,0,1,0,0,2
C227724,334,2,108.0,56,Female,Metrocity,Debit Card,Books,0,0,6,2,0
C227727,60,3,22805.0,58,Female,Viaport Outlet,Credit Card,Clothing,1,0,8,1,1
C227770,21,27,118277.0,69,Male,Forum Istanbul,Credit Card,Clothing,0,1,2,1,1
C227771,239,5,11239.0,47,Female,Metrocity,Credit Card,Clothing,0,0,6,1,1
C227787,3,10,32222.0,26,Female,Istinye Park,Debit Card,Food & Beverage,0,0,3,2,3
C227812,90,23,53989.0,44,Female,Kanyon,Cash,Clothing,0,0,4,0,1
C227847,29,11,24237.0,41,Female,Viaport Outlet,Cash,Clothing,1,0,8,0,1
C227900,493,1,188.0,29,Female,Emaar Square Mall,Cash,Souvenir,1,0,1,0,5
C227932,65,22,18829.0,39,Female,Mall of Istanbul,Credit Card,Toys,0,0,5,1,7
C227986,118,3,30150.0,39,Female,Kanyon,Credit Card,Clothing,1,0,4,1,1
C227998,125,7,17854.0,67,Female,Mall of Istanbul,Credit Card,Food & Beverage,0,0,5,1,3
C228133,340,2,125.0,45,Male,Cevahir AVM,Debit Card,Food & Beverage,0,1,0,2,3
C228134,301,1,572.0,55,Female,Mall of Istanbul,Credit Card,Toys,1,0,5,1,7
C228195,184,20,20891.0,61,Female,Metrocity,Cash,Clothing,0,0,6,0,1
C228205,29,21,47587.0,62,Male,Forum Istanbul,Cash,Food & Beverage,0,1,2,0,3
C228223,41,21,51113.0,25,Male,Kanyon,Cash,Clothing,0,1,4,0,1
C228225,128,1,2700.0,57,Female,Cevahir AVM,Credit Card,Clothing,1,0,0,1,1
C228313,181,5,2236.0,33,Female,Metrocity,Credit Card,Clothing,1,0,6,1,1
C228338,24,14,33142.0,35,Female,Kanyon,Credit Card,Cosmetics,0,0,4,1,2
C228352,5,27,44807.0,33,Male,Mall of Istanbul,Cash,Cosmetics,0,1,5,0,2
C228471,34,3,12145.0,56,Female,Forum Istanbul,Cash,Shoes,0,0,2,0,4
C228506,115,5,25589.0,54,Female,Kanyon,Cash,Clothing,0,0,4,0,1
C228532,589,1,162.0,45,Female,Kanyon,Debit Card,Cosmetics,1,0,4,2,2
C228599,81,7,20191.0,66,Female,Forum Istanbul,Debit Card,Clothing,0,0,2,2,1
C228651,148,15,43205.0,66,Female,Metropol AVM,Debit Card,Clothing,1,0,7,2,1
C228655,75,13,22135.0,64,Male,Kanyon,Cash,Clothing,0,1,4,0,1
C228688,106,8,25873.0,24,Female,Metrocity,Debit Card,Clothing,1,0,6,2,1
C228694,326,4,8720.0,37,Male,Kanyon,Cash,Clothing,0,1,4,0,1
C228733,54,8,22782.0,56,Female,Mall of Istanbul,Cash,Shoes,1,0,5,0,4
C228803,115,11,10204.0,21,Female,Kanyon,Cash,Clothing,0,0,4,0,1
C228811,163,3,6600.0,26,Male,Forum Istanbul,Credit Card,Clothing,0,1,2,1,1
C228904,151,4,1255.0,47,Female,Forum Istanbul,Credit Card,Food & Beverage,1,0,2,1,3
C228951,456,2,355.0,27,Female,Mall of Istanbul,Cash,Books,1,0,5,0,0
C229004,10,7,38269.0,47,Female,Metropol AVM,Credit Card,Cosmetics,1,0,7,1,2
C229034,6,26,39431.0,56,Female,Mall of Istanbul,Credit Card,Clothing,0,0,5,1,1
C229105,336,2,1056.0,50,Male,Metrocity,Cash,Cosmetics,1,1,6,0,2
C229167,97,12,53977.0,18,Male,Viaport Outlet,Cash,Clothing,1,1,8,0,1
C229174,585,1,26250.0,69,Female,Mall of Istanbul,Debit Card,Technology,1,0,5,2,6
C229201,55,1,7500.0,21,Male,Mall of Istanbul,Cash,Clothing,1,1,5,0,1
C229204,51,26,48103.0,21,Female,Kanyon,Cash,Clothing,0,0,4,0,1
C229229,5,20,89478.0,24,Male,Cevahir AVM,Credit Card,Clothing,0,1,0,1,1
C229230,178,2,228.0,53,Female,Cevahir AVM,Credit Card,Food & Beverage,1,0,0,1,3
C229320,299,1,2400.0,69,Female,Istinye Park,Debit Card,Shoes,0,0,3,2,4
C229322,10,15,44971.0,20,Female,Mall of Istanbul,Credit Card,Toys,0,0,5,1,7
C229396,309,10,10482.0,36,Male,Mall of Istanbul,Credit Card,Cosmetics,0,1,5,1,2
C229441,233,3,1848.0,39,Female,Metrocity,Debit Card,Clothing,1,0,6,2,1
C229442,8,21,33537.0,25,Female,Cevahir AVM,Credit Card,Clothing,0,0,0,1,1
C229456,78,24,76497.0,51,Female,Kanyon,Credit Card,Clothing,0,0,4,1,1
C229479,384,1,652.0,43,Male,Kanyon,Cash,Cosmetics,1,1,4,0,2
C229492,6,11,42741.0,56,Male,Cevahir AVM,Cash,Clothing,1,1,0,0,1
C229509,27,21,22565.0,54,Female,Kanyon,Cash,Clothing,0,0,4,0,1
C229528,11,30,102938.0,59,Female,Emaar Square Mall,Credit Card,Clothing,0,0,1,1,1
C229540,188,1,4200.0,0,Male,Viaport Outlet,Debit Card,Technology,1,1,8,2,6
C229548,269,8,6197.0,23,Male,Cevahir AVM,Cash,Clothing,0,1,0,0,1
C229639,20,10,26426.0,24,Female,Metrocity,Credit Card,Clothing,0,0,6,1,1
C229660,88,9,43094.0,28,Male,Viaport Outlet,Cash,Clothing,0,1,8,0,1
C229696,8,19,34268.0,47,Female,Emaar Square Mall,Debit Card,Clothing,0,0,1,2,1
C229727,43,8,7711.0,37,Male,Viaport Outlet,Cash,Clothing,1,1,8,0,1
C229733,2,15,15722.0,57,Male,Kanyon,Credit Card,Clothing,1,1,4,1,1
C229738,22,6,6266.0,30,Female,Zorlu Center,Cash,Clothing,0,0,9,0,1
C229752,9,12,49092.0,44,Female,Mall of Istanbul,Cash,Clothing,0,0,5,0,1
C229790,132,1,7500.0,37,Female,Cevahir AVM,Credit Card,Clothing,1,0,0,1,1
C229869,90,2,11700.0,44,Female,Istinye Park,Credit Card,Clothing,1,0,3,1,1
C229873,495,1,41.0,19,Male,Zorlu Center,Credit Card,Cosmetics,1,1,9,1,2
C229992,15,8,10968.0,67,Female,Metrocity,Debit Card,Clothing,1,0,6,2,1
C229995,37,28,68568.0,61,Female,Emaar Square Mall,Debit Card,Clothing,0,0,1,2,1
C230008,15,22,56955.0,40,Female,Emaar Square Mall,Cash,Clothing,1,0,1,0,1
C230013,9,9,8024.0,57,Female,Istinye Park,Credit Card,Food & Beverage,0,0,3,1,3
C230043,650,2,16205.0,21,Female,Istinye Park,Credit Card,Clothing,1,0,3,1,1
C230101,62,8,7262.0,28,Female,Mall of Istanbul,Credit Card,Cosmetics,0,0,5,1,2
C230157,79,2,12304.0,54,Male,Cevahir AVM,Credit Card,Clothing,1,1,0,1,1
C230169,104,12,29501.0,24,Male,Kanyon,Cash,Food & Beverage,0,1,4,0,3
C230234,77,5,13745.0,40,Female,Kanyon,Cash,Cosmetics,1,0,4,0,2
C230240,6,24,101013.0,36,Female,Metropol AVM,Credit Card,Clothing,0,0,7,1,1
C230343,305,5,2337.0,22,Male,Kanyon,Cash,Food & Beverage,1,1,4,0,3
C230382,158,6,1721.0,24,Male,Viaport Outlet,Cash,Food & Beverage,1,1,8,0,3
C230429,40,9,12747.0,65,Female,Metrocity,Credit Card,Clothing,0,0,6,1,1
C230431,3,29,98294.0,34,Male,Mall of Istanbul,Debit Card,Clothing,0,1,5,2,1
C230437,64,1,895.0,40,Male,Forum Istanbul,Credit Card,Toys,1,1,2,1,7
C230467,133,1,1200.0,50,Female,Mall of Istanbul,Debit Card,Clothing,0,0,5,2,1
C230517,115,4,24666.0,32,Male,Mall of Istanbul,Cash,Clothing,1,1,5,0,1
C230608,1,25,88125.0,41,Female,Mall of Istanbul,Debit Card,Clothing,0,0,5,2,1
C230619,8,16,39728.0,64,Male,Zorlu Center,Debit Card,Clothing,0,1,9,2,1
C230620,110,3,12155.0,45,Male,Forum Istanbul,Credit Card,Clothing,1,1,2,1,1
C230644,42,12,27888.0,32,Female,Mall of Istanbul,Debit Card,Clothing,1,0,5,2,1
C230675,359,5,24191.0,52,Male,Metropol AVM,Cash,Clothing,0,1,7,0,1
C230726,38,8,4743.0,41,Female,Metrocity,Debit Card,Clothing,0,0,6,2,1
C230743,88,13,39967.0,35,Male,Istinye Park,Debit Card,Shoes,0,1,3,2,4
C230752,481,3,4062.0,64,Male,Metrocity,Cash,Clothing,1,1,6,0,1
C230806,145,7,12310.0,56,Female,Mall of Istanbul,Credit Card,Clothing,1,0,5,1,1
C230810,1,17,22846.0,20,Male,Mall of Istanbul,Credit Card,Clothing,0,1,5,1,1
C230893,219,6,3489.0,60,Male,Mall of Istanbul,Cash,Food & Beverage,1,1,5,0,3
C230957,55,8,19291.0,51,Male,Metrocity,Cash,Clothing,0,1,6,0,1
C230985,690,1,380.0,45,Male,Cevahir AVM,Cash,Books,1,1,0,0,0
C230987,176,5,4546.0,48,Female,Zorlu Center,Cash,Books,0,0,9,0,0
C231068,482,1,12.0,53,Female,Zorlu Center,Cash,Souvenir,1,0,9,0,5
C231147,63,4,16693.0,34,Female,Metropol AVM,Debit Card,Clothing,1,0,7,2,1
C231160,6,4,15759.0,63,Male,Metropol AVM,Debit Card,Books,1,1,7,2,0
C231188,524,1,36.0,68,Male,Forum Istanbul,Debit Card,Toys,1,1,2,2,7
C231233,45,9,31595.0,53,Male,Kanyon,Cash,Clothing,0,1,4,0,1
C231276,201,2,125.0,28,Male,Kanyon,Cash,Cosmetics,1,1,4,0,2
C231281,530,3,34800.0,66,Female,Kanyon,Debit Card,Technology,1,0,4,2,6
C231319,55,9,12309.0,47,Female,Mall of Istanbul,Cash,Food & Beverage,1,0,5,0,3
C231335,30,16,53609.0,21,Male,Metropol AVM,Debit Card,Clothing,0,1,7,2,1
C231337,32,1,600.0,38,Female,Viaport Outlet,Cash,Shoes,0,0,8,0,4
C231458,17,5,18903.0,51,Female,Istinye Park,Cash,Clothing,0,0,3,0,1
C231487,64,7,8786.0,21,Male,Metrocity,Cash,Clothing,0,1,6,0,1
C231526,225,12,23395.0,66,Female,Kanyon,Cash,Clothing,0,0,4,0,1
C231589,25,19,90138.0,40,Male,Emaar Square Mall,Cash,Clothing,0,1,1,0,1
C231598,102,6,25990.0,60,Female,Metrocity,Credit Card,Clothing,0,0,6,1,1
C231698,71,30,74861.0,43,Male,Metrocity,Credit Card,Clothing,1,1,6,1,1
C231725,45,2,10203.0,69,Male,Mall of Istanbul,Credit Card,Clothing,1,1,5,1,1
C231811,114,1,20.0,49,Female,Zorlu Center,Cash,Food & Beverage,1,0,9,0,3
C231814,12,17,51358.0,45,Female,Mall of Istanbul,Credit Card,Clothing,0,0,5,1,1
C231818,2,26,68259.0,19,Female,Metrocity,Credit Card,Clothing,0,0,6,1,1
C231862,31,18,51088.0,38,Male,Kanyon,Credit Card,Food & Beverage,0,1,4,1,3
C231939,2,27,39021.0,37,Female,Metrocity,Debit Card,Cosmetics,0,0,6,2,2
C232056,19,32,65589.0,47,Female,Istinye Park,Cash,Clothing,0,0,3,0,1
C232096,177,2,4852.0,31,Female,Mall of Istanbul,Debit Card,Cosmetics,1,0,5,2,2
C232202,330,3,109.0,47,Female,Kanyon,Cash,Food & Beverage,1,0,4,0,3
C232235,98,4,804.0,43,Female,Metrocity,Cash,Toys,1,0,6,0,7
C232329,34,15,38600.0,51,Female,Mall of Istanbul,Cash,Clothing,0,0,5,0,1
C232396,153,3,7546.0,31,Female,Kanyon,Debit Card,Clothing,0,0,4,2,1
C232404,187,7,40019.0,26,Male,Mall of Istanbul,Debit Card,Clothing,1,1,5,2,1
C232418,73,2,5975.0,66,Male,Metrocity,Debit Card,Shoes,1,1,6,2,4
C232447,41,1,4800.0,65,Female,Zorlu Center,Cash,Clothing,1,0,9,0,1
C232473,5,3,830.0,22,Male,Metrocity,Cash,Books,1,1,6,0,0
C232637,256,1,7500.0,69,Female,Kanyon,Cash,Clothing,1,0,4,0,1
C232661,3,21,62400.0,65,Female,Kanyon,Cash,Cosmetics,0,0,4,0,2
C232674,5,11,28105.0,64,Male,Viaport Outlet,Debit Card,Clothing,0,1,8,2,1
C232675,104,5,753.0,67,Male,Metropol AVM,Credit Card,Cosmetics,0,1,7,1,2
C232777,151,1,5403.0,58,Female,Metropol AVM,Credit Card,Shoes,1,0,7,1,4
C232794,290,3,1857.0,51,Male,Forum Istanbul,Cash,Clothing,0,1,2,0,1
C232847,249,7,11980.0,20,Female,Istinye Park,Cash,Clothing,1,0,3,0,1
C232889,68,8,14943.0,44,Male,Mall of Istanbul,Debit Card,Clothing,0,1,5,2,1
C232910,19,17,43774.0,41,Female,Metropol AVM,Credit Card,Clothing,0,0,7,1,1
C232927,409,1,36.0,54,Male,Metropol AVM,Debit Card,Toys,1,1,7,2,7
C232928,447,1,4800.0,44,Female,Viaport Outlet,Cash,Clothing,0,0,8,0,1
C232931,47,13,54049.0,21,Female,Mall of Istanbul,Debit Card,Clothing,0,0,5,2,1
C232992,32,4,1700.0,27,Female,Kanyon,Cash,Cosmetics,1,0,4,0,2
C232999,18,22,54631.0,46,Female,Viaport Outlet,Cash,Clothing,0,0,8,0,1
C233021,5,17,49490.0,66,Male,Mall of Istanbul,Debit Card,Clothing,0,1,5,2,1
C233043,101,6,14404.0,20,Female,Kanyon,Cash,Clothing,0,0,4,0,1
C233070,217,5,826.0,29,Male,Istinye Park,Credit Card,Food & Beverage,0,1,3,1,3
C233074,109,2,10619.0,61,Female,Mall of Istanbul,Debit Card,Cosmetics,1,0,5,2,2
C233077,29,14,21764.0,36,Male,Kanyon,Debit Card,Cosmetics,0,1,4,2,2
C233078,329,3,7546.0,22,Female,Viaport Outlet,Credit Card,Clothing,1,0,8,1,1
C233087,285,3,305.0,33,Female,Mall of Istanbul,Cash,Books,1,0,5,0,0
C233114,50,10,17377.0,68,Male,Cevahir AVM,Credit Card,Clothing,0,1,0,1,1
C233164,14,23,73183.0,46,Male,Kanyon,Credit Card,Clothing,0,1,4,1,1
C233195,57,16,23115.0,60,Female,Istinye Park,Credit Card,Cosmetics,0,0,3,1,2
C233222,434,1,105.0,46,Female,Metropol AVM,Debit Card,Souvenir,1,0,7,2,5
C233258,18,15,30422.0,64,Male,Zorlu Center,Credit Card,Clothing,0,1,9,1,1
C233273,42,1,1015.0,44,Female,Mall of Istanbul,Cash,Cosmetics,1,0,5,0,2
C233314,44,7,7206.0,23,Male,Metrocity,Credit Card,Clothing,1,1,6,1,1
C233386,569,1,162.0,66,Male,Viaport Outlet,Credit Card,Cosmetics,1,1,8,1,2
C233387,37,1,380.0,26,Male,Metrocity,Cash,Books,1,1,6,0,0
C233413,72,10,34850.0,56,Male,Mall of Istanbul,Credit Card,Clothing,0,1,5,1,1
C233414,48,5,6504.0,61,Female,Kanyon,Credit Card,Cosmetics,0,0,4,1,2
C233434,58,6,11382.0,46,Female,Forum Istanbul,Debit Card,Clothing,1,0,2,2,1
C233451,22,26,100450.0,58,Female,Mall of Istanbul,Credit Card,Clothing,0,0,5,1,1
C233525,116,4,2436.0,28,Female,Emaar Square Mall,Credit Card,Clothing,0,0,1,1,1
C233544,23,10,12711.0,41,Female,Kanyon,Cash,Clothing,0,0,4,0,1
C233574,93,13,19900.0,61,Male,Kanyon,Cash,Clothing,0,1,4,0,1
C233583,20,11,50880.0,46,Male,Metrocity,Credit Card,Clothing,0,1,6,1,1
C233633,103,2,4215.0,67,Female,Mall of Istanbul,Cash,Books,1,0,5,0,0
C233654,13,18,34005.0,28,Male,Cevahir AVM,Credit Card,Clothing,0,1,0,1,1
C233726,92,5,13688.0,65,Female,Kanyon,Debit Card,Clothing,1,0,4,2,1
C233736,55,18,73184.0,28,Male,Kanyon,Credit Card,Clothing,0,1,4,1,1
C233787,498,2,1615.0,30,Male,Mall of Istanbul,Cash,Cosmetics,1,1,5,0,2
C233806,48,25,90056.0,26,Male,Kanyon,Cash,Clothing,0,1,4,0,1
C233821,47,4,7849.0,31,Male,Kanyon,Cash,Clothing,0,1,4,0,1
C233830,12,7,4290.0,57,Male,Metrocity,Credit Card,Cosmetics,0,1,6,1,2
C233852,15,3,1236.0,37,Male,Mall of Istanbul,Debit Card,Clothing,1,1,5,2,1
C233864,28,24,57126.0,30,Male,Mall of Istanbul,Credit Card,Clothing,0,1,5,1,1
C233905,258,1,105.0,24,Female,Metropol AVM,Credit Card,Souvenir,1,0,7,1,5
C234033,232,1,15005.0,29,Female,Metrocity,Credit Card,Shoes,0,0,6,1,4
C234109,15,15,64618.0,56,Male,Metropol AVM,Credit Card,Clothing,0,1,7,1,1
C234139,37,18,72284.0,21,Female,Metropol AVM,Credit Card,Clothing,0,0,7,1,1
C234194,133,10,12705.0,53,Male,Viaport Outlet,Debit Card,Clothing,0,1,8,2,1
C234210,244,1,144.0,20,Male,Emaar Square Mall,Cash,Toys,1,1,1,0,7
C234340,31,10,57670.0,56,Male,Zorlu Center,Cash,Clothing,0,1,9,0,1
C234371,1,26,23542.0,43,Female,Kanyon,Cash,Clothing,0,0,4,0,1
C234383,17,16,34897.0,37,Female,Zorlu Center,Cash,Clothing,0,0,9,0,1
C234404,44,3,1419.0,48,Male,Zorlu Center,Cash,Books,0,1,9,0,0
C234418,182,1,20.0,27,Male,Mall of Istanbul,Cash,Food & Beverage,1,1,5,0,3
C234504,116,11,24601.0,22,Female,Kanyon,Credit Card,Clothing,0,0,4,1,1
C234507,300,4,5557.0,29,Female,Istinye Park,Cash,Clothing,0,0,3,0,1
C234512,41,6,13913.0,28,Male,Emaar Square Mall,Cash,Clothing,0,1,1,0,1
C234559,71,9,11627.0,34,Female,Metrocity,Credit Card,Food & Beverage,1,0,6,1,3
C234589,219,2,3300.0,59,Male,Mall of Istanbul,Credit Card,Clothing,1,1,5,1,1
C234606,184,1,1015.0,52,Male,Mall of Istanbul,Cash,Cosmetics,1,1,5,0,2
C234663,166,3,2377.0,44,Female,Emaar Square Mall,Cash,Cosmetics,1,0,1,0,2
C234716,120,6,16933.0,22,Female,Cevahir AVM,Cash,Clothing,0,0,0,0,1
C234936,63,5,3839.0,30,Male,Zorlu Center,Debit Card,Clothing,1,1,9,2,1
C234946,34,9,5696.0,69,Female,Metropol AVM,Cash,Clothing,0,0,7,0,1
C234965,179,3,7844.0,61,Female,Metrocity,Debit Card,Clothing,1,0,6,2,1
C234992,41,17,65878.0,61,Female,Metropol AVM,Cash,Clothing,0,0,7,0,1
C235021,26,3,624.0,34,Male,Mall of Istanbul,Cash,Cosmetics,0,1,5,0,2
C235144,31,7,25225.0,63,Female,Emaar Square Mall,Debit Card,Clothing,0,0,1,2,1
C235182,281,1,60.0,51,Male,Viaport Outlet,Credit Card,Books,1,1,8,1,0
C235213,610,1,324.0,30,Male,Mall of Istanbul,Credit Card,Toys,1,1,5,1,7
C235298,273,3,2581.0,51,Female,Istinye Park,Credit Card,Cosmetics,0,0,3,1,2
C235299,381,3,1429.0,46,Male,Kanyon,Debit Card,Cosmetics,1,1,4,2,2
C235311,220,2,320.0,58,Female,Kanyon,Credit Card,Clothing,0,0,4,1,1
C235332,11,7,2872.0,20,Male,Kanyon,Debit Card,Cosmetics,0,1,4,2,2
C235351,32,19,56271.0,68,Female,Metrocity,Cash,Clothing,1,0,6,0,1
